urla,urlb,story from url a,story from url b,risk from url a,risk from url b,similarity for story,similarity for risk,sentiment for each risk and story
https://www.kickstarter.com/projects/ianring/opus-arcana-piano-music-about-the-tarot?ref=discovery_category_newest,https://www.kickstarter.com/projects/ianring/red-guitar?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/sickdaddy/my-two-hawks-postcards?ref=discovery_category_newest,https://www.kickstarter.com/projects/sickdaddy/i-love-naps?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/mysti/i-love-god-a-devotional-by-kids-for-kids?ref=discovery_category_newest,https://www.kickstarter.com/projects/mysti/i-love-god-devotional-by-jaden-laster-guymon?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/32719214/nagano-city-street-band-debut-album?ref=discovery_category_newest,https://www.kickstarter.com/projects/32719214/nagano-city-street-band-physical-cd-release?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/suicide-prevention/this-book-will-help-in-suicide-prevention?ref=discovery_category_newest,https://www.kickstarter.com/projects/suicide-prevention/this-book-will-enhance-suicide-prevention?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/gmuturi/white-mama?ref=discovery_category_newest,https://www.kickstarter.com/projects/gmuturi/white-mama-play-scripts?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/2047207582/php-controller-your-iot-development-platform-easy?ref=discovery_category_newest,https://www.kickstarter.com/projects/2047207582/php-controller-the-1st-development-platform-php-ba?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/gipflbag/versatile-bag-for-your-smartphone-action-cam-and-g?ref=discovery_category_newest,https://www.kickstarter.com/projects/gipflbag/the-most-multifunctional-bag-for-your-action-cam-a?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1177497808/ion-eye-on-earth-sidewalk-kiosk-to-link-people-wor?ref=discovery_category_newest,https://www.kickstarter.com/projects/1177497808/not-alice-not-wonderland-your-story?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/designandbuildcnc/xy-multi-platform?ref=discovery_category_newest,https://www.kickstarter.com/projects/designandbuildcnc/beziercam-software?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/matthewokeefe/making-comics-with-your-help?ref=discovery_category_newest,https://www.kickstarter.com/projects/matthewokeefe/a-world-of-heroes-graphic-novel-collection?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/859681062/and-ranch-a-literary-comic-about-a-writer-going-of?ref=discovery_category_newest,https://www.kickstarter.com/projects/859681062/and-ranch-a-literary-comic-about-a-writer-going-of-0?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/19935040/short-film-in-japan?ref=discovery_category_newest,https://www.kickstarter.com/projects/19935040/tokyo-short-film?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/305679182/pouvoir-vendre-mes-illustrations?ref=discovery_category_newest,https://www.kickstarter.com/projects/305679182/dessins-personnalises-custom-drawings?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/915681122/survival-dog-collars-and-leashes?ref=discovery_category_newest,https://www.kickstarter.com/projects/915681122/lifeleash?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/261566919/sweary-house-moms-adult-coloring-book?ref=discovery_category_newest,https://www.kickstarter.com/projects/261566919/witch-bitch-theres-a-bitchy-witch-in-all-of-us?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/rumasmartventure/50-days-of-worlds-best-coffee-cup-of-excellence-wi?ref=discovery_category_newest,https://www.kickstarter.com/projects/rumasmartventure/monthly-subscription-to-specialty-coffee-award-win?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/gibsoundinc/thadayus-love-of-my-life?ref=discovery_category_newest,https://www.kickstarter.com/projects/gibsoundinc/make-100-letters-of-love?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/chrisjohnson/anomalous-comics-presents-send-in-the-clowns?ref=discovery_category_newest,https://www.kickstarter.com/projects/chrisjohnson/dont-be-afraid-an-anomalous-childrens-book?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1117708268/help-me-fuel-my-blog?ref=discovery_category_newest,https://www.kickstarter.com/projects/1117708268/watches-with-a-bit-of-spice?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1198151177/under-the-ink?ref=discovery_category_newest,https://www.kickstarter.com/projects/1198151177/demon-a-short-film?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1028179234/my-house-on-the-moon-book-album-and-tour?ref=discovery_category_newest,https://www.kickstarter.com/projects/1028179234/my-house-on-the-moon-book-printing?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/bookcoverpro/muses-break-kickstarter-with-a-new-look?ref=discovery_category_newest,https://www.kickstarter.com/projects/bookcoverpro/love-coupons-for-couples?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1385470811/freshman-photography-by-a-high-school-freshman?ref=discovery_category_newest,https://www.kickstarter.com/projects/1385470811/eagle-scout-photography-project?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/739131116/sexuality-snack-acrylic-charms?ref=discovery_category_newest,https://www.kickstarter.com/projects/739131116/a-digital-guide-to-nueve-estrella?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/seancarlo/zombies-vs-americans-patriots-day?ref=discovery_category_newest,https://www.kickstarter.com/projects/seancarlo/americans-vs-zombies-patriots-day?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/211095566/how-to-create-a-wordpress-website-in-2017?ref=discovery_category_newest,https://www.kickstarter.com/projects/211095566/how-to-create-your-very-first-profitable-online-co?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/alpoma/maptorian-plus-vector-maps-for-everyone?ref=discovery_category_newest,https://www.kickstarter.com/projects/alpoma/minimal-geography-poster-map-digital-download?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/anthonybradley/the-animal-gang-a-comedy-heist-film?ref=discovery_category_newest,https://www.kickstarter.com/projects/anthonybradley/getting-over-all-in-1-project?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/708308505/henri-yoki-new-album-art-book-documentary-film-mor?ref=discovery_category_newest,https://www.kickstarter.com/projects/708308505/my-name-is-sapporo?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/printedportal/networkit-prompt-cards-and-networking-strategy-too?ref=discovery_category_newest,https://www.kickstarter.com/projects/printedportal/goals-planner-and-journals-2020-a-set-of-pocket-notebooks?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/sharprainmusic/sharp-rain-music-video-game-music-metal?ref=discovery_category_newest,https://www.kickstarter.com/projects/sharprainmusic/video-game-covers-season-6?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/patrickhelium/rx-yoself-vinyl-glossy-sticker?ref=discovery_category_newest,https://www.kickstarter.com/projects/patrickhelium/cat-pins-no-dont-love-me-follow-your-bliss-enamel?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/hdberlin/the-love-token-a-great-gift-for-friends-and-famili?ref=discovery_category_newest,https://www.kickstarter.com/projects/hdberlin/1-blue-chair-1-model-2-pieces-of-art-make-100?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/friendlyneighborapp/friendly-neighbor-app?ref=discovery_category_newest,https://www.kickstarter.com/projects/friendlyneighborapp/friendly-neighbor-app-0?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/813604125/hangear-modern-displayer-for-earrings?ref=discovery_category_newest,https://www.kickstarter.com/projects/813604125/rage-cards-classic-memes-on-playing-cards?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/825073974/isolypse?ref=discovery_category_newest,https://www.kickstarter.com/projects/825073974/luxe-faces-for-pebble?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/andrewcreak/original-audio-drama-series-two?ref=discovery_category_newest,https://www.kickstarter.com/projects/andrewcreak/lonely-this-christmas-a-queer-christmas-short-film?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/648973105/hattie-bees-second-album?ref=discovery_category_newest,https://www.kickstarter.com/projects/648973105/hattie-bees-new-album?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/113864007/3-in-5-world-series-championship-scorecards?ref=discovery_category_newest,https://www.kickstarter.com/projects/113864007/digital-flowers-python-code-generated-artwork?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/665733579/pre-order-a-copy-of-the-new-dudlow-joe-lp?ref=discovery_category_newest,https://www.kickstarter.com/projects/665733579/pre-order-a-copy-of-the-new-dudlow-joe-cd?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/acceleratorkitchen/virginia-brittle?ref=discovery_category_newest,https://www.kickstarter.com/projects/acceleratorkitchen/vegan-virginia-brittle?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/782504191/1-personalized-art-project?ref=discovery_category_newest,https://www.kickstarter.com/projects/782504191/5-art-project?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1852809274/puffer?ref=discovery_category_newest,https://www.kickstarter.com/projects/1852809274/octave-8-card-rpg-game?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1908069155/stolen-passion?ref=discovery_category_newest,https://www.kickstarter.com/projects/1908069155/stolen-camera-lost-passion?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1786146580/art-fair-2014?ref=discovery_category_newest,https://www.kickstarter.com/projects/1786146580/custom-paintings-just-for-you?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/impactagendamedia/silent-screamers-full-color-character-guide?ref=discovery_category_newest,https://www.kickstarter.com/projects/impactagendamedia/busting-vegas-wide-open?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/cathyvincevic/amazing-international-performance-exchange?ref=discovery_category_newest,https://www.kickstarter.com/projects/cathyvincevic/sarajevo?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1912022213/simple-carbon-fiber-ring?ref=discovery_category_newest,https://www.kickstarter.com/projects/1912022213/simplest-carbon-fiber-ring?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/2131495141/cute-little-art-stickersposters-and-more?ref=discovery_category_newest,https://www.kickstarter.com/projects/2131495141/fox-fables?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/oliverredl/build-your-own-sanctuary-temple-with-the-3d-puzzle?ref=discovery_category_newest,https://www.kickstarter.com/projects/oliverredl/3d-printed-retrocruiser-build-your-own-motorbike-model?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/2048096852/everland-a-32-page-fantasy-comic?ref=discovery_category_newest,https://www.kickstarter.com/projects/2048096852/loot-the-bodies-a-collection-of-poetry-from-cody-w?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/415688969/space-bloxxer-android-pc-game?ref=discovery_category_newest,https://www.kickstarter.com/projects/415688969/missileman-origins?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/geminitwilight1digi/lantern-peek-issues-1-3?ref=discovery_category_newest,https://www.kickstarter.com/projects/geminitwilight1digi/gemini-twilight-issue-1-webcomic-page-by-page?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/johnmerrik/guys-of-gamester-calender?ref=discovery_category_newest,https://www.kickstarter.com/projects/johnmerrik/rad-stickers?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/307553182/bringing-fantasy-to-form-a-dark-matter-ball-joint?ref=discovery_category_newest,https://www.kickstarter.com/projects/307553182/bring-the-zombie-infection-to-mosaic?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/979286191/lego-knight-stop-motion-video-with-jousting-compet?ref=discovery_category_newest,https://www.kickstarter.com/projects/979286191/lego-ninjago-stop-motion-story-video-the-return-of?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/809329398/watch-this-drag-queen?ref=discovery_category_newest,https://www.kickstarter.com/projects/809329398/intra-venus-music-video?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/750917575/matsuri-japanese-summer-festival-a-new-way-to-phot?ref=discovery_category_newest,https://www.kickstarter.com/projects/750917575/one-book?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/633456220/the-treasure-of-guska-cajiib-ah?ref=discovery_category_newest,https://www.kickstarter.com/projects/633456220/treasure-of-guska-cajiib-ah?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/155208900/power-flower-looped-solar-turbine?ref=discovery_category_newest,https://www.kickstarter.com/projects/155208900/solar-array-wind-turbine-integrated-circuits?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/406912226/writing-in-the-park-and-everywhere?ref=discovery_category_newest,https://www.kickstarter.com/projects/406912226/writing-on-trains-do-it-yourself-version?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/lohyipei/trace-of-human-art-zine-and-drawings?ref=discovery_category_newest,https://www.kickstarter.com/projects/lohyipei/make-100-original-pet-portraits?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1507980324/my-little-pony-goes-to-broadway-enamel-pins?ref=discovery_category_newest,https://www.kickstarter.com/projects/1507980324/hamilton-inspired-pony-enamel-pin?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1157487780/100-bunny-or-lady-bug-art-prints?ref=discovery_category_newest,https://www.kickstarter.com/projects/1157487780/honor-trees-join-me-in-planting-100-balsam-fir-tre?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/627787582/let-go-2?ref=discovery_category_newest,https://www.kickstarter.com/projects/627787582/how-to-play-piano?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/502368937/local-skateboard-deck-art-show?ref=discovery_category_newest,https://www.kickstarter.com/projects/502368937/decked-out-art-show-0?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/rjwes/frummies-wonderful-world-a-photo-diary?ref=discovery_category_newest,https://www.kickstarter.com/projects/rjwes/charringtons-little-library-the-hague?ref=discovery_category_newest,,,,,,,
